id,name,team,position,aliases,espn_id,rank,depth_pos,depth_order,injury_status,years_exp,age,adp,adp_stdev
nfl-10213,Tre Tucker,LV,WR,,,188,WR,1,,3,25,136.5,8.8
nfl-13016,Treven Ma'ae,LV,DL,,,9999999,LDE,3,,1,25,,
nfl-13467,Trey Zuhn,LV,OT,,,9999999,OL,,,0,23,,
nfl-13398,Treydan Stukes,LV,DB,,,382,NB,2,,0,24,,
nfl-8542,Tristin McCollum,LV,DB,,,9999999,FS,2,,4,27,,
nfl-13799,Tyler Duzansky,LV,LS,,,9999999,LS,,,0,,,
nfl-8450,Tyler Linderbaum,LV,OL,,,9999999,OL,,,4,26,,
nfl-11878,Will Putnam,LV,C,,,9999999,OL,,,2,25,,
nfl-13800,Xavian Sorey,LV,LB,,,9999999,LB,,,0,24,,
nfl-9483,Zack Kuntz,LV,TE,,,9999999,TE,6,,3,27,,
nfl-6876,A.J. Green,MIA,CB,AJ Green,4038437,999,NB,3,,6,28,,
nfl-12865,AJ Henning,MIA,WR,A.J. Henning,,999,WR,11,,1,24,,
nfl-7440,Aaron Brewer,MIA,OL,,4040537,9999999,OL,,,6,28,,
nfl-11027,Alex Austin,MIA,DB,,,9999999,RCB,2,,3,25,,
nfl-12873,Alex Huntley,MIA,DT,,,9999999,DL,,,1,24,,
nfl-12145,Andrew Meyer,MIA,C,,,9999999,OL,,,2,26,,
nfl-13328,Anthony Hankerson,MIA,RB,,,999,RB,6,,0,22,,
nfl-6821,Austin Jackson,MIA,T,,4271632,9999999,OL,,,6,26,,
nfl-11082,Ben Sims,MIA,TE,,,999,TE,4,,3,26,,
nfl-2468,Bradley Pinion,MIA,P,,2977680,9999999,P,,,11,32,,
nfl-13296,Caleb Douglas,MIA,WR,,,999,WR,4,,0,22,,
nfl-12688,Cam Miller,MIA,QB,,,999,QB,3,,1,25,,
nfl-8526,Cameron Goode,MIA,LB,,,9999999,RDE,3,,4,28,,
nfl-11186,Carlos Washington,MIA,RB,,,999,RB,5,,3,27,,
nfl-10948,Carter Warren,MIA,OL,,,9999999,OL,,IR,3,27,,
nfl-7115,Charlie Heck,MIA,T,,3895840,9999999,OL,,,6,29,,
nfl-11663,Chop Robinson,MIA,DE,,,267,LDE,1,,2,23,,
nfl-13311,Chris Bell,MIA,WR,,,203,WR,5,PUP,0,22,,
nfl-13370,Chris Johnson,MIA,DB,,,401,LCB,1,,0,21,,
nfl-5842,Clelin Ferrell,MIA,DE,,3728258,9999999,DL,,,7,29,,
nfl-8214,Cole Turner,MIA,TE,,,999,TE,5,,4,26,,
nfl-13538,DJ Campbell,MIA,G,D.J. Campbell,,9999999,OL,,,0,22,,
nfl-14026,DJ Herman,MIA,LB,D.J. Herman,,9999999,RB,,,0,,,
nfl-12673,Dante Trader,MIA,DB,,,9999999,SS,1,,1,23,,
nfl-8666,Darrell Baker,MIA,CB,,,9999999,LCB,2,PUP,4,28,,
nfl-8287,David Ojabo,MIA,DL,,,9999999,LDE,2,,4,26,,
nfl-9226,De'Von Achane,MIA,RB,,,8,RB,1,,3,24,9.4,1.9
nfl-13409,Donaven McCulley,MIA,WR,,,9999999,WR,12,,0,23,,
nfl-12515,Donovan Edwards,MIA,RB,,,999,RB,4,,1,23,,
nfl-11391,Ethan Bonner,MIA,CB,,,9999999,LCB,3,,3,26,,
nfl-12861,Ethan Robinson,MIA,DB,,,9999999,NB,2,,1,23,,
nfl-12069,Gottlieb Ayedze,MIA,T,,,9999999,OL,,,2,26,,
nfl-8172,Greg Dulcich,MIA,TE,,,9999999,TE,1,Questionable,4,26,172.4,16.0
nfl-13130,Jackson Woodard,MIA,LB,,,9999999,ROLB,2,,1,24,,
nfl-13453,Jacob Rodriguez,MIA,LB,,,9999999,MLB,2,,0,23,,
nfl-6798,Jalen Reagor,MIA,WR,,4241802,999,WR,9,,6,27,,
nfl-8117,Jalen Tolbert,MIA,WR,,,999,WR,2,,4,27,,
nfl-8480,Jamaree Salyer,MIA,OL,,,9999999,OL,,,4,26,,
nfl-12175,James Ester,MIA,DT,,,9999999,OL,,,2,24,,
nfl-12675,Jason Marshall,MIA,CB,,,9999999,NB,1,,1,23,,
nfl-11643,Jaylen Wright,MIA,RB,,,174,RB,2,,2,23,,
nfl-13932,Jim Bonifas,MIA,OL,,,9999999,OL,,,0,,,
nfl-12598,Jonah Savaiinaea,MIA,OL,,,9999999,OL,,,1,22,,
nfl-12679,Jordan Phillips,MIA,DL,,,9999999,LDT,2,,1,22,,
nfl-6949,Jordyn Brooks,MIA,LB,,4043130,182,MLB,1,,6,28,,
nfl-12862,Josh Priebe,MIA,OL,,,9999999,OL,,,1,25,,
nfl-6921,Josh Uche,MIA,LB,,4046528,9999999,RDE,1,,6,27,,
nfl-10906,JuJu Brents,MIA,DB,,,9999999,RCB,1,,3,26,,
nfl-13448,Kadyn Proctor,MIA,OT,,,9999999,OL,,,0,21,,
nfl-8088,Kalif Jackson,MIA,TE,,,,,,,1,,,
nfl-12937,Keith Cooper,MIA,DL,,,9999999,DL,,,1,23,,
nfl-12564,Kenneth Grant,MIA,DL,,,9999999,LDT,1,,1,22,,
nfl-13933,Kevin Cline,MIA,OL,,,9999999,OL,,,0,,,
nfl-13338,Kevin Coleman,MIA,WR,,,999,SWR,7,,0,22,,
nfl-13479,Kyle Louis,MIA,LB,,,9999999,LOLB,2,,0,22,,
nfl-5883,Lonnie Johnson,MIA,DB,,4240780,9999999,FS,1,Questionable,7,30,,
nfl-13817,Louis Moore,MIA,DB,,,9999999,,,,0,25,,
nfl-12748,Major Burns,MIA,DB,,,9999999,DB,,,1,24,,
nfl-11610,Malik Washington,MIA,WR,,,999,WR,1,,2,25,155.8,14.7
nfl-8161,Malik Willis,MIA,QB,,,109,QB,1,,4,27,159.4,12.9
nfl-7708,Marco Wilson,MIA,CB,,,9999999,LCB,4,,5,27,,
nfl-13816,Mark Gronowski,MIA,QB,,,9999999,QB,4,,0,24,,
nfl-13071,Marques Cox,MIA,OT,,,9999999,OL,,,1,26,,
nfl-13598,Mason Reiger,MIA,DE,,,9999999,DL,,,0,23,,
nfl-8332,Matthew Butler,MIA,DL,,,9999999,RDT,3,,4,27,,
nfl-13566,Max Llewellyn,MIA,DE,,,9999999,DL,,,0,23,,
nfl-13517,Michael Taaffe,MIA,DB,,,9999999,FS,2,,0,23,,
nfl-12182,Miles Battle,MIA,CB,,,9999999,DB,,,2,26,,
nfl-12495,Ollie Gordon,MIA,RB,,,999,RB,3,,1,22,,
nfl-12232,Omar Brown,MIA,CB,,,9999999,DB,,,2,25,,
nfl-11680,Patrick Paul,MIA,OL,,,9999999,OL,,,2,24,,
nfl-12500,Quinn Ewers,MIA,QB,,,396,QB,2,,1,23,,
nfl-13815,Rene Konga,MIA,DL,,,9999999,DL,,Out,0,23,,
nfl-7922,Riley Patterson,MIA,K,,,241,K,2,,5,26,,
nfl-10966,Robert Beal,MIA,LB,,,9999999,LDE,3,,3,26,,
nfl-13934,Rodney McGraw,MIA,DL,,,9999999,DL,,,0,,,
nfl-5025,Ronnie Harrison,MIA,DB,,3859006,9999999,ROLB,1,,8,29,,
nfl-13141,Seth Coleman,MIA,LB,,,9999999,DL,,,1,25,,
nfl-13429,Seydou Traore,MIA,TE,,,9999999,TE,3,,0,23,,
nfl-12147,Storm Duck,MIA,CB,,,9999999,RCB,3,PUP,2,25,,
nfl-11821,Tahj Washington,MIA,WR,,,999,WR,8,,2,25,,
nfl-7565,Terrace Marshall,MIA,WR,,,999,WR,10,,5,26,,
nfl-12860,Theo Wease,MIA,WR,,,999,WR,7,,1,25,136.0,6.0
nfl-13484,Trey Moore,MIA,LB,,,9999999,RDE,2,,0,23,,
nfl-8933,Tucker Addington,MIA,LS,,,9999999,LS,,,4,29,,
nfl-7562,Tutu Atwell,MIA,WR,,,999,WR,3,,5,26,,
nfl-6315,Tyrel Dodson,MIA,LB,,4035232,206,LOLB,1,,7,28,,
nfl-13434,Will Kacmarek,MIA,TE,,,9999999,TE,2,,0,23,,
nfl-7023,Willie Gay,MIA,LB,,4259804,9999999,MLB,3,,6,28,,
nfl-5297,Zach Sieler,MIA,DT,,3057956,431,RDT,1,,8,30,,
nfl-4233,Zane Gonzalez,MIA,K,,3043234,999,K,1,,9,31,,
nfl-8000,Zayne Anderson,MIA,DB,,,9999999,SS,2,,5,29,,
nfl-12720,Zeek Biggers,MIA,DL,,,9999999,RDT,2,,1,22,,
nfl-4199,Aaron Jones,MIN,RB,,3042519,85,RB,1,,9,31,90.2,9.8
nfl-1721,Andrew DePaola,MIN,LS,,15726,9999999,LS,,,14,39,,
nfl-6183,Andrew Van Ginkel,MIN,LB,,3133487,191,ROLB,1,,7,31,,
nfl-13626,Arden Walker,MIN,LB,,,9999999,LB,,,0,,,
nfl-14024,Bangally Kamara,MIN,LB,,,9999999,LB,,,0,24,,
nfl-13121,Ben Yurosek,MIN,TE,,,999,TE,3,,1,24,,
nfl-7129,Blake Brandel,MIN,T,,3930270,9999999,OL,,,6,29,,
nfl-6217,Blake Cashman,MIN,LB,,3728281,273,RILB,1,,7,30,,
nfl-11929,Bo Richter,MIN,DE,,,9999999,ROLB,2,,2,25,,
nfl-13620,Brett Thorson,MIN,P,,,9999999,P,,,0,26,,
nfl-5047,Brian O'Neill,MIN,T,,3123954,9999999,OL,,,8,30,,
nfl-12941,Bryson Nesbit,MIN,TE,,,999,TE,5,,1,23,,
nfl-5864,Byron Murphy,MIN,CB,,4038999,999,NB,1,,7,28,,
nfl-13445,Caleb Banks,MIN,DT,,,9999999,LDE,1,,0,23,,
nfl-13463,Caleb Tiernan,MIN,OT,,,9999999,OL,,,0,23,,
nfl-13614,Cam'Ron Stewart,MIN,LB,,,9999999,LB,,,0,,,
nfl-3161,Carson Wentz,MIN,QB,,2573079,999,QB,3,,10,33,,
nfl-13513,Charles Demmings,MIN,CB,,,9999999,LCB,2,,0,23,,
nfl-12879,Chaz Chambliss,MIN,DE,,,9999999,ROLB,3,,1,23,,
nfl-7631,Christian Darrisaw,MIN,T,,,9999999,OL,,,5,27,,
nfl-13616,Da'Veawn Armstead,MIN,CB,,,9999999,DB,,,0,,,
nfl-11667,Dallas Turner,MIN,LB,,,370,LOLB,1,,2,23,,
nfl-13615,Delby Lemieux,MIN,OL,,,9999999,OL,,,0,22,,
nfl-13347,Demond Claiborne,MIN,RB,,,176,RB,3,,0,22,169.4,28.6
nfl-13621,Dillon Bell,MIN,WR,,,9999999,WR,6,,0,22,,
nfl-13464,Domonique Orange,MIN,DT,,,9999999,NT,1,,0,22,,
nfl-12555,Donovan Jackson,MIN,OL,,,9999999,OL,,,1,23,,
nfl-12946,Dontae Fleming,MIN,WR,,,999,WR,8,,1,24,,
nfl-11905,Dwight McGlothern,MIN,DB,,,9999999,RCB,2,Questionable,2,24,,
nfl-13196,Elijah Williams,MIN,DL,,,9999999,LDE,2,Questionable,1,23,,
nfl-8473,Eric Johnson,MIN,DT,,,9999999,RDE,2,,4,28,,
nfl-4413,Eric Wilson,MIN,LB,,3056916,999,LILB,1,,9,31,,
nfl-12700,Gavin Bartholomew,MIN,TE,,,999,TE,4,Questionable,1,23,,
nfl-13559,Gavin Gerhardt,MIN,OL,,,9999999,OL,,,0,,,
nfl-11446,Henry Byrd,MIN,G,,,9999999,OL,,,3,27,,
nfl-7133,Isaiah Rodgers,MIN,CB,,4044540,999,RCB,1,,6,28,,
nfl-7833,Isaiahh Loudermilk,MIN,DE,,,9999999,LDE,3,,5,28,,
nfl-11086,Ivan Pace,MIN,LB,,,303,LILB,2,,3,25,,
nfl-11565,J.J. McCarthy,MIN,QB,JJ McCarthy,,200,QB,2,,2,23,,
nfl-12072,Jacob Roberts,MIN,LB,,,9999999,,,,2,24,,
nfl-13618,Jacob Thomas,MIN,DB,,,9999999,,,,0,22,,
nfl-13163,Jahvaree Ritzie,MIN,DT,,,9999999,DL,,,1,23,,
nfl-13391,Jake Golday,MIN,LB,,,362,RILB,2,,0,23,,
nfl-13462,Jakobe Thomas,MIN,DB,,,9999999,SS,2,,0,23,,
nfl-11328,Jalen Redmond,MIN,DE,,,999,RDE,1,,4,27,,
nfl-4077,Jamal Adams,MIN,SS,,3115373,9999999,LOLB,2,,9,30,,
nfl-7419,James Pierre,MIN,CB,,4259252,9999999,LCB,1,,6,29,,
nfl-14065,Jarod Washington,MIN,DB,,,9999999,,,,0,,,
nfl-7049,Jauan Jennings,MIN,WR,,3886598,123,WR,3,,6,29,140.3,15.5
nfl-10939,Jay Ward,MIN,DB,,,9999999,FS,1,,3,26,,
nfl-11911,Jeshaun Jones,MIN,WR,,,999,WR,7,,2,26,,
nfl-12774,Joe Huber,MIN,OG,,,9999999,OL,,,1,24,,
nfl-1202,Johnny Hekker,MIN,P,,15153,9999999,P,,,14,36,,
nfl-9756,Jordan Addison,MIN,WR,,,98,WR,2,,3,24,102.1,8.6
nfl-8408,Jordan Mason,MIN,RB,,,112,RB,2,,4,27,122.5,14.5
nfl-11378,Jordan Mims,MIN,RB,,,999,RB,5,,3,27,,
nfl-5973,Josh Oliver,MIN,TE,,3921690,999,TE,2,,7,29,,
nfl-8285,Josh Ross,MIN,LB,,,9999999,RILB,3,,4,26,,
nfl-6901,Joshua Metellus,MIN,DB,,4046537,330,SS,1,Questionable,6,28,,
nfl-6794,Justin Jefferson,MIN,WR,,4262921,11,WR,1,,6,27,13.0,2.7
nfl-11489,Kahlef Hailassie,MIN,CB,,,9999999,NB,2,,3,25,,
nfl-5849,Kyler Murray,MIN,QB,,3917315,92,QB,1,,7,28,143.8,17.6
nfl-11819,Levi Drake Rodriguez,MIN,DT,,,9999999,NT,2,,2,26,,
nfl-13611,Marcus Allen,MIN,CB,,,9999999,DB,,,0,22,,
nfl-13619,Marcus Sanders,MIN,WR,,,9999999,SWR,,,0,22,,
nfl-13032,Marshall Lang,MIN,TE,,,999,TE,6,,1,24,,
nfl-13516,Max Bredeson,MIN,TE,,,9999999,FB,1,,0,23,,
nfl-12775,Max Brosmer,MIN,QB,,,999,QB,4,,1,25,,
nfl-13890,Michael Briscoe,MIN,WR,,,9999999,WR,10,,0,,,
nfl-11818,Michael Jurgens,MIN,OL,,,9999999,OL,,,2,26,,
nfl-13075,Myles Price,MIN,WR,,,999,WR,5,,1,24,,
nfl-8822,Ryan Van Demark,MIN,OL,,,9999999,OL,,,4,28,,
nfl-13612,Scooby Williams,MIN,LB,,,9999999,,,,0,23,,
nfl-13987,Smith Vilbert,MIN,DL,,,9999999,DL,,,0,25,,
nfl-5844,T.J. Hockenson,MIN,TE,TJ Hockenson,4036133,128,TE,1,,7,29,157.4,28.6
nfl-12496,Tai Felton,MIN,WR,,,999,WR,4,,1,23,,
nfl-11930,Taki Taimani,MIN,DL,,,9999999,NT,3,,2,26,,
nfl-5519,Tavierre Thomas,MIN,DB,,4334405,9999999,FS,3,,8,30,,
nfl-14040,Terrill Davis,MIN,WR,,,9999999,WR,11,,0,22,,
nfl-8496,Theo Jackson,MIN,DB,,,9999999,FS,2,,4,27,,
nfl-13623,Tomas Rimac,MIN,OL,,,9999999,OL,,,0,,,
nfl-14038,Trayvon Rudolph,MIN,WR,,,9999999,WR,9,,0,24,,
nfl-13609,Tristan Leigh,MIN,OL,,,9999999,OL,,,0,23,,
nfl-12608,Tyler Batty,MIN,DL,,,9999999,LB,,,1,27,,
nfl-13613,Tyreek Chappell,MIN,CB,,,9999999,DB,,,0,23,,
nfl-12683,Tyrion Ingram-Dawkins,MIN,DE,,,9999999,LOLB,3,,1,23,,
nfl-13230,Vershon Lee,MIN,OL,,,9999999,OL,,,1,24,,
nfl-11812,Walter Rouse,MIN,OL,,,9999999,OL,,,2,25,,
nfl-7758,Will Fries,MIN,G,,,9999999,OL,,,5,28,,
nfl-11792,Will Reichard,MIN,K,,,174,K,1,,2,25,163.8,20.6
nfl-11299,Zavier Scott,MIN,RB,,,999,RB,4,,3,27,,
nfl-12942,Zemaiah Vaughn,MIN,CB,,,9999999,LCB,3,,1,24,,
nfl-5859,A.J. Brown,NE,WR,AJ Brown,4047646,18,WR,1,,7,29,17.4,2.8
nfl-7638,Alijah Vera-Tucker,NE,OL,,,9999999,OL,,,5,27,,
nfl-11855,Amari Gainer,NE,LB,,,9999999,LB,,,2,26,,
nfl-8678,Andrew Rupcich,NE,OT,,,9999999,OL,,,4,27,,
nfl-12713,Andy Borregales,NE,K,,,154,K,1,,1,23,164.7,10.6
nfl-13295,Behren Morton,NE,QB,,,999,QB,3,,0,24,,
nfl-8787,Ben Brown,NE,OG,,,9999999,OL,,,4,28,,
nfl-12677,Bradyn Swinson,NE,DE,,,9999999,LOLB,3,,1,24,,
nfl-12977,Brandon Crossley,NE,CB,,,9999999,DB,,,1,25,,
nfl-8726,Brenden Schooler,NE,DB,,,9999999,SS,3,PUP,4,29,,
nfl-11007,Bryce Baringer,NE,P,,,9999999,P,,,3,27,,
nfl-12984,CJ Dippre,NE,TE,C.J. Dippre,,9999999,TE,3,,1,24,,
nfl-11711,Caedan Wallace,NE,OL,,,9999999,OL,,,2,26,,
nfl-13441,Caleb Lomu,NE,OT,,,9999999,OL,,,0,21,,
nfl-13962,Cameron Dorner,NE,WR,,,9999999,WR,9,,0,,,
nfl-5054,Carlton Davis,NE,CB,,3916923,9999999,LCB,1,Questionable,8,29,,
nfl-12096,Casey Rogers,NE,DL,,,9999999,DL,,,2,27,,
nfl-8371,Chad Muma,NE,LB,,,9999999,LILB,3,,4,26,,
nfl-13828,Channing Canada,NE,CB,,,9999999,DB,,,0,,,
nfl-12137,Charles Woods,NE,CB,,,9999999,NB,2,,2,26,,
nfl-7664,Christian Barmore,NE,DT,,,9999999,RDE,1,,5,27,,
nfl-7921,Christian Elliss,NE,LB,,,999,RILB,1,,5,27,,
nfl-10881,Christian Gonzalez,NE,DB,,,999,RCB,1,,3,24,,
nfl-11338,Cory Durden,NE,DT,,,9999999,NT,1,,3,27,,
nfl-12654,Craig Woodson,NE,DB,,,999,SS,1,,1,25,,
nfl-13543,Dametrious Crownover,NE,OT,,,9999999,OL,,,0,24,,
nfl-13829,David Blay,NE,DT,,,9999999,DL,,,0,23,,
nfl-9501,DeMario Douglas,NE,WR,,,999,WR,5,,3,25,,
nfl-12115,Dell Pettus,NE,DB,,,9999999,SS,2,,2,25,,
nfl-11564,Drake Maye,NE,QB,,,3,QB,1,,2,23,49.9,7.4
nfl-5865,Dre'Mont Jones,NE,DE,,3915525,9999999,LOLB,1,,7,29,,
nfl-12542,Efton Chism,NE,WR,,,999,WR,7,,1,24,,
nfl-13421,Eli Raridon,NE,TE,,,999,TE,2,,0,22,,
nfl-12978,Elijah Ponder,NE,DE,,,9999999,ROLB,2,,1,23,,
nfl-12752,Eric Gregory,NE,DT,,,9999999,NT,2,,1,25,,
nfl-13457,Gabe Jacas,NE,DE,,,9999999,LOLB,2,,0,22,,
nfl-5030,Harold Landry,NE,LB,,3122793,187,ROLB,1,PUP,8,30,,
nfl-3214,Hunter Henry,NE,TE,,3046439,92,TE,1,,10,31,157.8,24.7
nfl-11972,Isaiah Iton,NE,DL,,,9999999,DL,,,2,24,,
nfl-12045,Jack Westover,NE,TE,,,999,FB,2,,2,27,,
nfl-13966,Jacob Rizy,NE,OL,,,9999999,OL,,,0,,,
nfl-13403,Jam Miller,NE,RB,,,999,RB,5,,0,,,
nfl-7728,James Hudson,NE,OT,,,9999999,OL,,,5,27,,
nfl-12592,Jared Wilson,NE,OL,,,9999999,OL,,,1,23,,
nfl-8914,Jeremiah Pharms,NE,DT,,,9999999,LDE,3,,4,29,,
nfl-13124,Jeremiah Webb,NE,WR,,,999,WR,13,IR,1,25,,
nfl-8322,Jesse Luketa,NE,LB,,,9999999,LB,,,4,27,,
nfl-13967,Jimmy Kibble,NE,WR,,,9999999,WR,14,IR,0,,,
nfl-12872,John Saunders,NE,DB,,,9999999,FS,3,,1,24,,
nfl-13885,JonDarius Morgan,NE,OL,,,9999999,OL,,,0,,,
nfl-12587,Joshua Farmer,NE,DL,,,9999999,LDE,2,,1,23,,
nfl-12727,Julian Ashby,NE,LS,,,9999999,LS,,,1,24,,
nfl-11371,Julian Hill,NE,TE,,,999,TE,6,IR,3,26,,
nfl-7815,K.J. Britt,NE,LB,KJ Britt,,9999999,LILB,2,,5,27,,
nfl-13510,Karon Prunty,NE,DB,,,9999999,LCB,2,,0,24,,
nfl-9504,Kayshon Boutte,NE,WR,,,164,WR,3,,3,24,168.6,16.9
nfl-13965,Kenneth Harris,NE,CB,,,9999999,DB,,,0,,,
nfl-3233,Kevin Byard,NE,DB,,2574056,338,FS,1,,10,32,,
nfl-13915,Khalil Jacobs,NE,LB,,,9999999,LB,,,0,22,,
nfl-6928,Kindle Vildor,NE,DB,,4036651,9999999,RCB,2,,6,28,,
nfl-13708,Kobe Prentice,NE,WR,,,9999999,WR,11,,0,22,,
nfl-12726,Kobee Minor,NE,DB,,,9999999,LCB,3,,1,24,,
nfl-13830,Kyle Dixon,NE,WR,,,9999999,WR,8,,0,25,,
nfl-12547,Kyle Williams,NE,WR,,,195,WR,6,,1,23,,
nfl-12969,Lan Larison,NE,RB,,,999,RB,3,,1,24,,
nfl-12031,Leonard Taylor,NE,DL,,,9999999,RDE,2,,2,24,,
nfl-11263,Lorenz Metz,NE,OL,,,9999999,OL,,,2,29,,
nfl-4177,Mack Hollins,NE,WR,,2991662,999,WR,4,,9,32,,
nfl-11809,Marcellas Dial,NE,DB,,,9999999,DB,,,2,25,,
nfl-12728,Marcus Bryant,NE,OL,,,9999999,OL,,,1,24,,
nfl-8359,Marcus Jones,NE,DB,,,999,NB,1,,4,27,,
nfl-13204,Mehki Butler,NE,OL,,,9999999,OL,,,1,25,,
nfl-8532,Mike Brown,NE,DB,,,9999999,FS,2,,4,27,,
nfl-7123,Mike Onwenu,NE,OL,,4046545,9999999,OL,,,6,28,,
nfl-7696,Milton Williams,NE,DT,,,510,LDE,1,,5,27,,
nfl-13227,Mitch Van Vooren,NE,WR,,,999,TE,5,,1,,,
nfl-2098,Morgan Moses,NE,OL,,16771,9999999,OL,,,12,35,,
nfl-13964,Myles Montgomery,NE,RB,,,9999999,RB,6,,0,,,
nfl-13542,Namdi Obiazor,NE,LB,,,9999999,RILB,2,,0,24,,
nfl-13963,Nick DeGennaro,NE,WR,,,9999999,WR,10,,0,,,
nfl-14025,Peter Manuma,NE,DB,,,9999999,DB,,,0,,,
nfl-13573,Quintayvious Hutchins,NE,DE,,,9999999,ROLB,3,Questionable,0,23,,
nfl-7204,Reggie Gilliam,NE,RB,,4039505,9999999,FB,1,,6,28,,
nfl-7611,Rhamondre Stevenson,NE,RB,,,58,RB,1,,5,28,72.2,7.0
nfl-13970,Riley Wilson,NE,LB,,,9999999,LB,,,0,,,
nfl-5726,Robert Spillane,NE,LB,,3129446,201,LILB,1,,8,30,,
nfl-8121,Romeo Doubs,NE,WR,,,113,WR,2,,4,26,108.1,9.9
nfl-13827,Tanner Arkin,NE,TE,,,9999999,TE,4,,0,23,,
nfl-11802,Tejhaun Palmer,NE,WR,,,999,WR,12,,2,26,,
nfl-12412,Terrell Jennings,NE,RB,,,999,RB,4,,2,25,,
nfl-11292,Tommy DeVito,NE,QB,,,999,QB,2,,3,27,,
nfl-12529,TreVeyon Henderson,NE,RB,,,37,RB,2,,1,23,55.8,6.1
nfl-12570,Will Campbell,NE,OT,,,9999999,OL,,,1,22,,
nfl-14032,Xavier Holmes,NE,DL,,,9999999,LB,,,0,,,
nfl-13640,Alan Herron,NO,OT,,,9999999,OL,,,0,23,,
nfl-13639,Alex Wollschlaeger,NO,OT,,,9999999,OL,,,0,,,
nfl-4035,Alvin Kamara,NO,RB,,3054850,119,RB,2,,9,31,134.4,19.3
nfl-6848,Anfernee Jennings,NO,LB,,3925350,9999999,LOLB,2,,6,28,,
nfl-10968,Asim Richards,NO,OL,,,9999999,OL,,,3,25,,
nfl-11579,Audric Estime,NO,RB,,,190,RB,6,,2,22,,
nfl-13533,Barion Brown,NO,WR,,,9999999,WR,5,,0,22,,
nfl-11469,Barry Wesley,NO,OL,,,9999999,OL,,,4,27,,
nfl-14034,Brock Rechsteiner,NO,WR,,,9999999,WR,12,,0,,,
nfl-10874,Bryan Bresee,NO,DT,,,9999999,LDE,1,Out,3,24,,
nfl-13420,Bryce Lance,NO,WR,,,999,WR,4,,0,23,,
nfl-11748,Bub Means,NO,WR,,,999,WR,9,,2,25,,
nfl-13277,CJ Donaldson,NO,RB,C.J. Donaldson,,999,RB,7,,0,22,,
nfl-957,Cameron Jordan,NO,DE,,13971,9999999,RDE,1,,15,37,,
nfl-5912,Carl Granderson,NO,DE,,3918310,156,LOLB,1,,7,29,,
nfl-6816,Cesar Ruiz,NO,OL,,4258199,9999999,OL,,,6,27,,
nfl-11653,Charlie Smyth,NO,K,,,242,K,1,,2,25,160.3,16.6
nfl-6782,Chase Young,NO,DE,,4241986,458,ROLB,1,,6,27,,
nfl-8144,Chris Olave,NO,WR,,,26,WR,1,,4,26,20.2,2.3
nfl-7721,Chris Rumph,NO,LB,,,9999999,LOLB,3,,5,27,,
nfl-13387,Christen Miller,NO,DL,,,258,NT,2,Questionable,0,22,,
nfl-13834,Cody Hardy,NO,TE,,,9999999,TE,7,,0,,,
nfl-13027,Dalys Beanum,NO,CB,,,9999999,DB,,,1,23,,
nfl-12650,Danny Stutsman,NO,LB,,,999,RILB,2,,1,23,,
nfl-5904,David Edwards,NO,OL,,3917660,9999999,OL,,,7,29,,
nfl-4207,Davon Godchaux,NO,DT,,3115383,9999999,NT,1,,9,31,,
nfl-11834,Devaughn Vele,NO,WR,,,209,WR,3,,2,28,,
nfl-12476,Devin Neal,NO,RB,,,169,RB,3,,1,22,,
nfl-7650,Dillon Radunz,NO,OL,,,9999999,OL,,,5,28,,
nfl-13025,Easton Kilty,NO,OL,,,9999999,OL,,,1,24,,
nfl-13028,Elliott Davison,NO,DB,,,9999999,DB,,,1,24,,
nfl-5875,Erik McCoy,NO,OL,,3917331,9999999,OL,,Questionable,7,28,,
nfl-12609,Fadil Diggs,NO,DL,,,9999999,ROLB,3,,1,24,,
nfl-13217,Hunter Dekkers,NO,QB,,,999,QB,4,,1,25,,
nfl-5048,Isaac Yiadom,NO,CB,,3122797,9999999,RCB,2,,8,30,,
nfl-11893,Isaiah Stalbird,NO,LB,,,9999999,LILB,2,,2,26,,
nfl-12051,Jackson Sirmon,NO,LB,,,9999999,LB,,,2,26,,
nfl-11506,Jalen Moreno-Cropper,NO,WR,,,9999999,WR,11,,3,25,,
nfl-13638,Jay'Viar Suggs,NO,DT,,,9999999,DL,,,0,,,
nfl-12196,Jayden Price,NO,CB,,,9999999,NB,2,,2,26,,
nfl-11747,Jaylan Ford,NO,LB,,,9999999,RILB,3,,2,24,,
nfl-13483,Jeremiah Wright,NO,G,,,9999999,OL,,,0,24,,
nfl-8306,John Ridgeway,NO,DL,,,9999999,RDE,3,,4,27,,
nfl-12619,Jonas Sanker,NO,DB,,,999,NB,1,,1,23,,
nfl-10985,Jordan Howden,NO,DB,,,9999999,SS,2,,3,26,,
nfl-13281,Jordyn Tyson,NO,WR,,,69,WR,2,,0,21,85.1,7.0
nfl-7044,Julian Blackmon,NO,DB,,4035661,9999999,FS,1,,6,27,,
nfl-5036,Justin Reid,NO,DB,,3931399,463,SS,1,,8,29,,
nfl-7002,Juwan Johnson,NO,TE,,3929645,103,TE,1,,6,29,159.2,18.9
nfl-6302,Kaden Elliss,NO,LB,,3124890,295,LILB,1,,7,31,,
nfl-13642,Keeshawn Silver,NO,DT,,,9999999,DL,,PUP,0,,,
nfl-12569,Kelvin Banks,NO,OL,,,9999999,OL,,,1,22,,
nfl-9757,Kendre Miller,NO,RB,,,180,RB,4,,3,24,,
nfl-8200,Kevin Austin,NO,WR,,,999,WR,10,,4,26,,
